sku,name,description,type,category_id,subcat_id,s_price,rental_price,deposit,qty,images
D496ON,"Rent Elegant Head Accessory with Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Stones Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Semi Precious Stones.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,5,"https://srishringarr.com/yn/uploads/2020/07/15947061730.jpg,https://srishringarr.com/yn/uploads/2020/07/15947062711.jpg,https://srishringarr.com/yn/uploads/2020/07/15947062712.jpg,https://srishringarr.com/yn/uploads/2020/07/15947062713.jpg,https://srishringarr.com/yn/uploads/2020/07/15947062724.jpg"
SET738B,"Buy Diamond Desire Necklace Set",,jewellery,1,2,,,,1,"https://srishringarr.com/yn/uploads/2020/07/15946580180.jpg,https://srishringarr.com/yn/uploads/2020/07/15946580191.jpg,https://srishringarr.com/yn/uploads/2020/07/15946580192.jpg,https://srishringarr.com/yn/uploads/2020/07/15946580193.jpg,https://srishringarr.com/yn/uploads/2020/08/15976054874.jpg"
D489BON,"Rent Elegant Hair Accessory for women with Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Rhodolite Coloured Semi Precious Kundan & Pearl.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,6,"https://srishringarr.com/yn/uploads/2020/07/15946555650.jpg,https://srishringarr.com/yn/uploads/2020/07/15946556701.jpg,https://srishringarr.com/yn/uploads/2020/07/15946556702.jpg,https://srishringarr.com/yn/uploads/2020/07/15946556703.jpg,https://srishringarr.com/yn/uploads/2020/07/15946556704.jpg"
D489AON,"Rent Elegant Hair Accessory with Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with White Coloured Semi Precious Kundan & Pearl.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,7,"https://srishringarr.com/yn/uploads/2020/07/15946554200.jpg,https://srishringarr.com/yn/uploads/2020/07/15946554981.jpg,https://srishringarr.com/yn/uploads/2020/07/15946554982.jpg,https://srishringarr.com/yn/uploads/2020/07/15946554983.jpg,https://srishringarr.com/yn/uploads/2020/07/15946554984.jpg"
D488CON,"Rent Gold Polished Pearl & Coloured Beads Matha patti","1) Womens Real Look, Traditional Micro Gold  Polished Coloured Beads & Pearls Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Red Coloured Beads & Pearls.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,3,"https://srishringarr.com/yn/uploads/2020/07/15946552620.jpg,https://srishringarr.com/yn/uploads/2020/07/15946553441.jpg,https://srishringarr.com/yn/uploads/2020/07/15946553442.jpg,https://srishringarr.com/yn/uploads/2020/07/15946553443.jpg,https://srishringarr.com/yn/uploads/2020/07/15946553444.jpg"
D488BON,"Rent Gold Polished Pearl & Gold Beads Maang Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Gold Beads & Pearls Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with White Coloured Beads & Pearls.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,12,"https://srishringarr.com/yn/uploads/2020/07/15946551230.jpg,https://srishringarr.com/yn/uploads/2020/07/15946551931.jpg,https://srishringarr.com/yn/uploads/2020/07/15946551932.jpg,https://srishringarr.com/yn/uploads/2020/07/15946551933.jpg,https://srishringarr.com/yn/uploads/2020/07/15946551934.jpg"
D488AON,"Rent Gold Polished Pearl & Coloured Beads Damini","1) Womens Real Look, Traditional Micro Gold  Polished Coloured Beads & Pearls Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Red & Green Coloured Beads & Pearls.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,8,"https://srishringarr.com/yn/uploads/2020/07/15946549860.jpg,https://srishringarr.com/yn/uploads/2020/07/15946550571.jpg,https://srishringarr.com/yn/uploads/2020/07/15946550572.jpg,https://srishringarr.com/yn/uploads/2020/07/15946550573.jpg,https://srishringarr.com/yn/uploads/2020/07/15946550574.jpg"
D487ON,"Rent Gold Polished Pearl & Gold Beads Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Gold Beads & Pearls Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Gold Beads & Pearls.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,8,"https://srishringarr.com/yn/uploads/2020/07/15946548100.jpg,https://srishringarr.com/yn/uploads/2020/07/15946548751.jpg,https://srishringarr.com/yn/uploads/2020/07/15946548762.jpg,https://srishringarr.com/yn/uploads/2020/07/15946548763.jpg,https://srishringarr.com/yn/uploads/2020/07/15946548764.jpg"
D486ON,"Rent Traditional Pearl & Coloured Beads Damini","1) Womens Real Look, Traditional Micro Gold  Polished Gold Beads & Pearls Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Red Coloured Beads & Pearls.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,24,"https://srishringarr.com/yn/uploads/2020/07/15946546650.jpg,https://srishringarr.com/yn/uploads/2020/07/15946547441.jpg,https://srishringarr.com/yn/uploads/2020/07/15946547452.jpg,https://srishringarr.com/yn/uploads/2020/07/15946547453.jpg,https://srishringarr.com/yn/uploads/2020/07/15946547454.jpg"
D485ON,"Rent Traditional Pearl & Gold Beads Maang Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Gold Beads & Pearls Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Gold Beads & Pearls.
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,3,"https://srishringarr.com/yn/uploads/2020/07/15946545170.jpg,https://srishringarr.com/yn/uploads/2020/07/15946545891.jpg,https://srishringarr.com/yn/uploads/2020/07/15946545902.jpg,https://srishringarr.com/yn/uploads/2020/07/15946545903.jpg,https://srishringarr.com/yn/uploads/2020/07/15946545904.jpg"
D482ON,"Rent Traditional Semi Precious Stones, Enamel & Pearl Damini","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Stones & Enamel Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Semi Precious Stones & Red Green Enamel .
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,4,"https://srishringarr.com/yn/uploads/2020/07/15946543820.jpg,https://srishringarr.com/yn/uploads/2020/07/15946544511.jpg,https://srishringarr.com/yn/uploads/2020/07/15946544512.jpg,https://srishringarr.com/yn/uploads/2020/07/15946544513.jpg,https://srishringarr.com/yn/uploads/2020/07/15946544514.jpg"
D478ON,"Rent Traditional Semi Precious Stones & Enamel Maang Tikka","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Stones & Enamel Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Semi Precious Stones & Red Green Enamel .
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,9,"https://srishringarr.com/yn/uploads/2020/07/15946542320.jpg,https://srishringarr.com/yn/uploads/2020/07/15946542981.jpg,https://srishringarr.com/yn/uploads/2020/07/15946542982.jpg,https://srishringarr.com/yn/uploads/2020/07/15946542993.jpg,https://srishringarr.com/yn/uploads/2020/07/15946542994.jpg"
D477ON,"Rent Traditional Semi Precious Stones & Enamel Matha patti","1) Womens Real Look, Traditional Micro Gold  Polished Semi Precious Stones & Enamel Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Semi Precious Stones & Red Green Enamel .
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,8,"https://srishringarr.com/yn/uploads/2020/07/15946540730.jpg,https://srishringarr.com/yn/uploads/2020/07/15946541451.jpg,https://srishringarr.com/yn/uploads/2020/07/15946541452.jpg,https://srishringarr.com/yn/uploads/2020/07/15946541453.jpg,https://srishringarr.com/yn/uploads/2020/07/15946541454.jpg"
D416ON,"Rent Micro Gold Polished Enamel Damini","1) Womens Real Look, Traditional Micro Gold  Polished Enamel Work Damini/Maang Tikka/ Matha patti/ Tikka/Borla designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this Damini/Maang Tikka/ Matha patti/ Tikka/Borla from  Studio is what you need.
3) Featuring attractive designs, this Damini/Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this Damini/Maang Tikka/ Matha patti/ Tikka/Borla.
5) This is carved beautifully & studded with Red Green Enamel .
6) Comes micro Gold polished.
7) It has a Copper metal base.
8) Gives a rich yet elegant touch to your attire.",jewellery,14,57,,,,5,"https://srishringarr.com/yn/uploads/2020/07/15946539150.jpg,https://srishringarr.com/yn/uploads/2020/07/15946539841.jpg,https://srishringarr.com/yn/uploads/2020/07/15946539842.jpg,https://srishringarr.com/yn/uploads/2020/07/15946539843.jpg,https://srishringarr.com/yn/uploads/2020/07/15946539844.jpg"
